# z [km]	Lat [deg]	Long [deg]	Geo. Atten. [dB]	Atmo. Atten. [dB]	Travel Time [s]
68.619599	38.952322	43.45	-100.46383	-0.0058408813	236.38835
69.800969	38.955956	43.45	-101.38556	-0.0058596893	240.62182
70.982911	38.959576	43.45	-102.31256	-0.005881387	244.87329
72.165361	38.963181	43.45	-103.24444	-0.0059065782	249.14105
73.348251	38.966775	43.45	-104.18277	-0.005935828	253.42321
74.53147	38.970359	43.45	-105.12377	-0.0059696367	257.71638
75.714893	38.973937	43.45	-106.06833	-0.0060084525	262.0167
76.898416	38.977512	43.45	-107.01468	-0.0060527285	266.32098
78.08197	38.981085	43.45	-107.96131	-0.0061030346	270.62704
79.265507	38.984659	43.45	-108.90749	-0.0061602136	274.93335
80.449007	38.988232	43.45	-109.85227	-0.0062255131	279.23925
81.632463	38.991806	43.45	-110.7946	-0.0063006558	283.54459
82.815899	38.99538	43.45	-111.73472	-0.0063878916	287.85008
83.999362	38.998953	43.45	-112.6725	-0.0064900471	292.1572
85.182918	39.002522	43.45	-113.6078	-0.0066105655	296.46807
86.366657	39.006086	43.45	-114.54123	-0.0067536041	300.78551
87.550685	39.009642	43.45	-115.47302	-0.0069241512	305.11293
88.735125	39.013186	43.45	-116.40443	-0.0071282104	309.45434
89.920116	39.016715	43.45	-117.33594	-0.0073730184	313.81443
91.105792	39.020226	43.45	-118.26933	-0.00766748	318.19789
92.292259	39.023714	43.45	-119.20818	-0.0080226993	322.60863
93.479545	39.02718	43.45	-120.15508	-0.0084524215	327.04816
94.667596	39.030625	43.45	-121.11188	-0.0089739105	331.51512
95.856287	39.034052	43.45	-122.07967	-0.0096089031	336.00558
97.04544	39.037465	43.45	-123.05834	-0.010384755	340.51343
98.234812	39.040872	43.45	-124.04717	-0.011336057	345.03003
99.42411	39.04428	43.45	-125.04387	-0.012506205	349.54479
100.61297	39.0477	43.45	-126.04507	-0.013949274	354.04467
101.80098	39.051142	43.45	-127.04602	-0.015731937	358.51509
102.98772	39.054617	43.45	-128.04051	-0.0179346	362.9426
104.17279	39.058137	43.45	-129.02262	-0.020652538	367.31495
105.35578	39.06171	43.45	-129.98809	-0.023997386	371.62154
106.53628	39.065346	43.45	-130.9327	-0.028098057	375.85324
107.71386	39.069055	43.45	-131.85266	-0.033101312	380.00224
108.88809	39.072845	43.45	-132.7458	-0.039171049	384.06205
110.05854	39.076725	43.45	-133.60941	-0.046488479	388.02795
111.22475	39.080703	43.45	-134.44226	-0.055249038	391.89638
112.38626	39.084787	43.45	-135.24361	-0.06566205	395.66502
113.54258	39.088983	43.45	-136.01335	-0.077948192	399.33249
114.69322	39.093298	43.45	-136.75149	-0.092336783	402.89843
115.83766	39.097739	43.45	-137.45796	-0.10906157	406.36319
116.97539	39.102313	43.45	-138.13355	-0.12835645	409.72809
118.10592	39.107022	43.45	-138.77841	-0.15045086	412.99548
119.22879	39.111872	43.45	-139.39373	-0.17556422	416.16863
120.34364	39.116863	43.45	-139.98036	-0.20390229	419.25192
121.45022	39.121994	43.45	-140.53959	-0.23565043	422.25066
122.54844	39.127263	43.45	-141.07287	-0.27097152	425.17135
123.63841	39.132663	43.45	-141.58181	-0.30999908	428.02124
124.7203	39.138187	43.45	-142.06959	-0.35285448	430.80701
125.79431	39.143828	43.45	-142.53906	-0.39965349	433.53472
126.86054	39.149582	43.45	-142.99231	-0.45051641	436.20897
127.91909	39.155444	43.45	-143.43058	-0.50555351	438.83384
128.97007	39.161411	43.45	-143.85518	-0.56486539	441.41293
130.01357	39.167477	43.45	-144.26737	-0.62854481	443.94941
131.0497	39.17364	43.45	-144.66819	-0.69667554	446.44618
132.07856	39.179896	43.45	-145.05856	-0.76933217	448.90586
133.10023	39.186242	43.45	-145.43903	-0.84657833	451.33076
134.11482	39.192674	43.45	-145.81032	-0.92846437	453.72295
135.1224	39.199191	43.45	-146.17336	-1.0150337	456.08437
136.12308	39.205788	43.45	-146.52835	-1.106317	458.4168
137.11695	39.212464	43.45	-146.87593	-1.2023333	460.72181
138.10407	39.219215	43.45	-147.21637	-1.3030902	463.00086
139.08455	39.226041	43.45	-147.55032	-1.4085854	465.25531
140.05846	39.232938	43.45	-147.87787	-1.5188061	467.48641
141.02588	39.239904	43.45	-148.19959	-1.6337298	469.69529
141.9869	39.246937	43.45	-148.51575	-1.753329	471.88304
142.94158	39.254036	43.45	-148.82648	-1.8775661	474.05063
143.89001	39.261199	43.45	-149.13203	-2.0063953	476.19899
144.83226	39.268423	43.45	-149.43264	-2.1397659	478.32896
145.76839	39.275707	43.45	-149.72861	-2.2776243	480.44134
146.69849	39.28305	43.45	-150.02014	-2.4199155	482.53688
147.62261	39.29045	43.45	-150.30727	-2.5665805	484.61628
148.54083	39.297906	43.45	-150.59034	-2.7175604	486.68017
149.45321	39.305416	43.45	-150.86939	-2.8727981	488.7292
150.35982	39.312978	43.45	-151.14448	-3.032233	490.76393
151.26071	39.320592	43.45	-151.41591	-3.1958103	492.78489
152.15595	39.328256	43.45	-151.68378	-3.3634779	494.79261
153.0456	39.335969	43.45	-151.94812	-3.5351862	496.78757
153.92971	39.34373	43.45	-152.20903	-3.7108859	498.77021
154.80836	39.351538	43.45	-152.46718	-3.8905429	500.741
155.6816	39.359391	43.45	-152.72141	-4.0741179	502.70033
156.54943	39.36729	43.45	-152.97282	-4.2615636	504.64851
157.41197	39.375232	43.45	-153.22131	-4.4528623	506.586
158.26924	39.383216	43.45	-153.46673	-4.64798	508.51312
159.12131	39.391243	43.45	-153.70955	-4.8469024	510.43021
159.96821	39.39931	43.45	-153.94935	-5.0496059	512.33758
160.80999	39.407418	43.45	-154.18777	-5.2560992	514.23551
161.64672	39.415564	43.45	-154.42252	-5.4663834	516.12431
162.47841	39.42375	43.45	-154.65437	-5.6804147	518.00423
163.30514	39.431972	43.45	-154.88401	-5.8981976	519.87556
164.12693	39.440232	43.45	-155.11105	-6.1197309	521.73852
164.94385	39.448528	43.45	-155.33579	-6.345016	523.59339
165.75593	39.456859	43.45	-155.55803	-6.5740556	525.44037
166.56322	39.465225	43.45	-155.77825	-6.8068572	527.2797
167.36577	39.473624	43.45	-155.99628	-7.0434375	529.1116
168.16362	39.482057	43.45	-156.21194	-7.2838032	530.93627
168.95679	39.490523	43.45	-156.42539	-7.5279638	532.75387
169.74532	39.499021	43.45	-156.63654	-7.7759282	534.56457
170.52923	39.507551	43.45	-156.84591	-8.0277112	536.36855
171.3086	39.516112	43.45	-157.05335	-8.2833378	538.16602
172.08345	39.524703	43.45	-157.25862	-8.5428208	539.95713
172.85381	39.533323	43.45	-157.46193	-8.8061749	541.74203
173.6197	39.541974	43.45	-157.66321	-9.0734163	543.52085
174.38117	39.550653	43.45	-157.86282	-9.344564	545.29374
175.13826	39.559361	43.45	-158.06077	-9.6196454	547.06088
175.89102	39.568096	43.45	-158.25679	-9.8986799	548.82241
176.63946	39.576858	43.45	-158.45098	-10.181684	550.57845
177.38363	39.585648	43.45	-158.64338	-10.468675	552.32911
178.12354	39.594464	43.45	-158.83403	-10.759672	554.07451
178.85922	39.603306	43.45	-159.02302	-11.054694	555.81477
179.5907	39.612174	43.45	-159.21027	-11.35376	557.55
180.31801	39.621066	43.45	-159.39579	-11.656886	559.28031
181.04118	39.629984	43.45	-159.57983	-11.964088	561.00579
181.76025	39.638926	43.45	-159.76266	-12.275397	562.72658
182.47526	39.647892	43.45	-159.94364	-12.590832	564.44279
183.18621	39.656882	43.45	-160.12283	-12.910398	566.15448
183.89312	39.665895	43.45	-160.30057	-13.23411	567.86173
184.59601	39.674931	43.45	-160.47673	-13.561983	569.56464
185.29493	39.683989	43.45	-160.65175	-13.894034	571.2633
185.98992	39.69307	43.45	-160.8256	-14.230295	572.95784
186.681	39.702172	43.45	-160.99757	-14.570775	574.64831
187.36817	39.711296	43.45	-161.16808	-14.915474	576.33478
188.05146	39.720442	43.45	-161.33732	-15.264411	578.01733
188.7309	39.729608	43.45	-161.50513	-15.617597	579.69603
189.4065	39.738795	43.45	-161.67163	-15.97504	581.37096
190.0783	39.748002	43.45	-161.83691	-16.336756	583.0422
190.74633	39.757229	43.45	-162.00093	-16.702758	584.70981
191.4106	39.766476	43.45	-162.16361	-17.073054	586.37386
192.07113	39.775743	43.45	-162.32507	-17.447651	588.03443
192.72797	39.785028	43.45	-162.48539	-17.82656	589.69159
193.38113	39.794332	43.45	-162.64412	-18.209784	591.34538
194.03058	39.803655	43.45	-162.80157	-18.597317	592.99584
194.67639	39.812997	43.45	-162.95838	-18.989175	594.64306
195.3186	39.822356	43.45	-163.11384	-19.385375	596.28711
195.95719	39.831734	43.45	-163.26774	-19.785902	597.92802
196.59217	39.841129	43.45	-163.4206	-20.190752	599.56584
197.22359	39.850541	43.45	-163.57254	-20.599934	601.20063
197.85146	39.859971	43.45	-163.72339	-21.013457	602.83246
198.47579	39.869417	43.45	-163.87273	-21.431312	604.46135
199.09658	39.878881	43.45	-164.02102	-21.853487	606.08734
199.71388	39.888361	43.45	-164.16867	-22.279987	607.7105
200.32772	39.897857	43.45	-164.31508	-22.710816	609.3309
200.93809	39.907369	43.45	-164.46021	-23.145959	610.94857
201.54502	39.916897	43.45	-164.60453	-23.585413	612.56353
202.14852	39.926441	43.45	-164.7477	-24.029177	614.17585
202.74859	39.936	43.45	-164.88954	-24.477232	615.78554
203.34524	39.945574	43.45	-165.03068	-24.929565	617.39265
203.93854	39.955164	43.45	-165.17108	-25.386179	618.99725
204.52849	39.964768	43.45	-165.31026	-25.847064	620.59938
205.11509	39.974387	43.45	-165.44844	-26.312204	622.19905
205.69836	39.984021	43.45	-165.58582	-26.781592	623.79632
206.27832	39.993669	43.45	-165.722	-27.255212	625.39122
206.85495	40.003331	43.45	-165.85708	-27.73304	626.98376
207.42829	40.013007	43.45	-165.99166	-28.215064	628.574
207.99839	40.022697	43.45	-166.12553	-28.701284	630.16199
208.56527	40.0324	43.45	-166.25821	-29.191677	631.74777
209.1289	40.042117	43.45	-166.38977	-29.686218	633.33135
209.68929	40.051848	43.45	-166.52037	-30.184886	634.91275
210.24644	40.061591	43.45	-166.65011	-30.687661	636.492
210.80037	40.071348	43.45	-166.77903	-31.19452	638.06913
211.35112	40.081117	43.45	-166.90714	-31.705442	639.64419
211.89869	40.090899	43.45	-167.03454	-32.220409	641.2172
212.44312	40.100694	43.45	-167.16131	-32.739406	642.78821
212.98442	40.110501	43.45	-167.28716	-33.262415	644.35725
213.52259	40.12032	43.45	-167.41183	-33.789399	645.92433
214.05763	40.130151	43.45	-167.53565	-34.32032	647.48947
214.58957	40.139994	43.45	-167.65894	-34.85516	649.05272
215.11842	40.14985	43.45	-167.78141	-35.393902	650.61409
215.64418	40.159716	43.45	-167.90286	-35.936515	652.17361
216.16685	40.169595	43.45	-168.0235	-36.482964	653.73129
216.68645	40.179485	43.45	-168.1435	-37.033223	655.28717
217.203	40.189386	43.45	-168.26289	-37.587266	656.84127
217.71654	40.199298	43.45	-168.38158	-38.145066	658.39364
218.22706	40.209221	43.45	-168.49937	-38.706593	659.94428
218.73456	40.219155	43.45	-168.61628	-39.271812	661.49321
219.23905	40.2291	43.45	-168.73258	-39.840691	663.04046
219.74056	40.239056	43.45	-168.84826	-40.413203	664.58605
220.23909	40.249022	43.45	-168.96301	-40.989312	666.13001
220.73464	40.258999	43.45	-169.07682	-41.568973	667.67235
221.22722	40.268986	43.45	-169.19	-42.15215	669.21308
221.71684	40.278983	43.45	-169.30271	-42.738816	670.75224
222.20353	40.288991	43.45	-169.41493	-43.328948	672.28985
222.68731	40.299008	43.45	-169.52652	-43.922517	673.82594
223.16819	40.309035	43.45	-169.63726	-44.519483	675.36052
223.64617	40.319072	43.45	-169.74705	-45.119797	676.89362
224.12125	40.329118	43.45	-169.85606	-45.723416	678.42524
224.59342	40.339175	43.45	-169.96442	-46.33031	679.95539
225.06268	40.34924	43.45	-170.07211	-46.940444	681.4841
225.52905	40.359315	43.45	-170.17917	-47.553778	683.01137
225.99256	40.3694	43.45	-170.28571	-48.17027	684.53724
226.45322	40.379493	43.45	-170.39182	-48.789889	686.06173
226.91106	40.389596	43.45	-170.49729	-49.412606	687.58487
227.36607	40.399707	43.45	-170.60189	-50.038376	689.10666
227.81824	40.409827	43.45	-170.7058	-50.667158	690.62711
228.2676	40.419956	43.45	-170.80936	-51.298918	692.14624
228.71416	40.430094	43.45	-170.91247	-51.933629	693.66408
229.15793	40.44024	43.45	-171.01472	-52.571249	695.18065
229.5989	40.450395	43.45	-171.11602	-53.211723	696.69594
230.03709	40.460558	43.45	-171.21677	-53.855002	698.20998
230.4725	40.47073	43.45	-171.31725	-54.501057	699.72278
230.90516	40.480909	43.45	-171.41723	-55.149859	701.23436
231.33507	40.491097	43.45	-171.51646	-55.801374	702.74474
231.76221	40.501293	43.45	-171.61501	-56.455558	704.25393
232.18661	40.511497	43.45	-171.71309	-57.112372	705.76193
232.60828	40.521708	43.45	-171.81072	-57.771777	707.26877
233.02724	40.531928	43.45	-171.90772	-58.433733	708.77447
233.44349	40.542155	43.45	-172.00398	-59.098199	710.27904
233.85701	40.55239	43.45	-172.0996	-59.765133	711.78248
234.26782	40.562632	43.45	-172.19472	-60.434495	713.28481
234.67594	40.572882	43.45	-172.28946	-61.106247	714.78604
235.08139	40.583139	43.45	-172.3839	-61.780355	716.2862
235.48419	40.593404	43.45	-172.47798	-62.456789	717.7853
235.88436	40.603675	43.45	-172.57142	-63.135512	719.28336
236.28188	40.613954	43.45	-172.6639	-63.816483	720.78039
236.67671	40.62424	43.45	-172.7555	-64.499656	722.27637
237.06886	40.634533	43.45	-172.84648	-65.184985	723.77133
237.45834	40.644833	43.45	-172.93706	-65.872428	725.26526
237.84518	40.655139	43.45	-173.02735	-66.561948	726.75819
238.22939	40.665453	43.45	-173.11742	-67.253517	728.25015
238.61099	40.675773	43.45	-173.20715	-67.947111	729.74114
238.98999	40.6861	43.45	-173.29632	-68.642698	731.23117
239.36638	40.696434	43.45	-173.38474	-69.340238	732.72026
239.74017	40.706774	43.45	-173.47252	-70.039687	734.2084
240.11135	40.71712	43.45	-173.55987	-70.741005	735.69562
240.47995	40.727473	43.45	-173.64687	-71.444155	737.18192
240.84599	40.737832	43.45	-173.73344	-72.149103	738.66733
241.20947	40.748197	43.45	-173.81951	-72.855816	740.15185
241.57038	40.758569	43.45	-173.90501	-73.564265	741.63549
241.92873	40.768946	43.45	-173.98987	-74.274413	743.11825
242.2845	40.77933	43.45	-174.07406	-74.986223	744.60014
242.63769	40.789719	43.45	-174.15772	-75.699657	746.08117
242.98832	40.800115	43.45	-174.24105	-76.414682	747.56135
243.33639	40.810517	43.45	-174.32418	-77.13127	749.04069
243.68194	40.820924	43.45	-174.40697	-77.849396	750.51921
244.02496	40.831337	43.45	-174.48916	-78.569025	751.99692
244.36544	40.841756	43.45	-174.57064	-79.290122	753.47382
244.70339	40.85218	43.45	-174.65155	-80.012648	754.94991
245.03881	40.86261	43.45	-174.73213	-80.736572	756.42522
245.37172	40.873046	43.45	-174.8125	-81.461866	757.89974
245.70214	40.883486	43.45	-174.89255	-82.188502	759.3735
246.03007	40.893933	43.45	-174.9721	-82.916455	760.84651
246.35551	40.904384	43.45	-175.05107	-83.645695	762.31876
246.67844	40.914841	43.45	-175.12954	-84.376194	763.79027
246.99889	40.925303	43.45	-175.20766	-85.107922	765.26104
247.31685	40.935771	43.45	-175.28552	-85.840852	766.73108
247.63236	40.946243	43.45	-175.36306	-86.574956	768.20041
247.94542	40.95672	43.45	-175.44015	-87.310205	769.66904
248.25603	40.967203	43.45	-175.51672	-88.046573	771.13697
248.56419	40.97769	43.45	-175.59272	-88.784031	772.60422
248.86989	40.988182	43.45	-175.66817	-89.522551	774.07078
249.17313	40.998679	43.45	-175.74306	-90.262107	775.53665
249.47391	41.009181	43.45	-175.81746	-91.00267	777.00185
249.77222	41.019688	43.45	-175.8915	-91.744216	778.46639
250.06808	41.030199	43.45	-175.9653	-92.486721	779.93027
250.36151	41.040715	43.45	-176.03891	-93.230162	781.3935
250.65252	41.051236	43.45	-176.11219	-93.974518	782.8561
250.94112	41.061761	43.45	-176.18499	-94.719765	784.31807
251.2273	41.072291	43.45	-176.2572	-95.465878	785.77941
251.51106	41.082825	43.45	-176.32889	-96.212832	787.24014
251.79239	41.093363	43.45	-176.4002	-96.960605	788.70026
252.07131	41.103906	43.45	-176.47129	-97.709176	790.15977
252.34783	41.114453	43.45	-176.54221	-98.458525	791.61869
252.62197	41.125005	43.45	-176.61286	-99.208633	793.07703
252.89373	41.13556	43.45	-176.68313	-99.959479	794.53479
253.16313	41.14612	43.45	-176.7529	-100.71104	795.99198
253.43014	41.156684	43.45	-176.82214	-101.4633	797.44861
253.69477	41.167251	43.45	-176.89087	-102.21624	798.90468
253.95702	41.177823	43.45	-176.9591	-102.96983	800.36019
254.21688	41.188399	43.45	-177.02686	-103.72405	801.81516
254.47435	41.198979	43.45	-177.09419	-104.47889	803.26958
254.72944	41.209562	43.45	-177.16116	-105.23432	804.72346
254.98215	41.22015	43.45	-177.22783	-105.99033	806.17681
255.23248	41.230741	43.45	-177.29426	-106.74691	807.62964
255.48046	41.241336	43.45	-177.36048	-107.50403	809.08196
255.72609	41.251935	43.45	-177.42653	-108.26168	810.53377
255.96939	41.262537	43.45	-177.49245	-109.01985	811.98508
256.21038	41.273143	43.45	-177.55825	-109.77852	813.4359
256.44906	41.283753	43.45	-177.62379	-110.53768	814.88625
256.68544	41.294366	43.45	-177.68888	-111.29731	816.33612
256.91953	41.304982	43.45	-177.75335	-112.0574	817.78552
257.15129	41.315602	43.45	-177.81702	-112.81792	819.23446
257.38072	41.326225	43.45	-177.87994	-113.57887	820.68292
257.6078	41.336852	43.45	-177.94229	-114.34022	822.13093
257.83252	41.347482	43.45	-178.00423	-115.10195	823.57847
258.0549	41.358115	43.45	-178.06595	-115.86407	825.02556
258.27493	41.368752	43.45	-178.12756	-116.62655	826.4722
258.49265	41.379392	43.45	-178.18907	-117.38938	827.91841
258.70806	41.390035	43.45	-178.25048	-118.15255	829.36419
258.92117	41.400681	43.45	-178.31179	-118.91606	830.80954
259.13201	41.41133	43.45	-178.37299	-119.67988	832.25448
259.34058	41.421982	43.45	-178.434	-120.44401	833.69902
259.54689	41.432637	43.45	-178.49465	-121.20845	835.14315
259.75094	41.443295	43.45	-178.55479	-121.97317	836.58689
259.95272	41.453956	43.45	-178.61428	-122.73816	838.03023
260.15221	41.46462	43.45	-178.67297	-123.50342	839.47319
260.3494	41.475287	43.45	-178.73096	-124.26893	840.91575
260.54428	41.485956	43.45	-178.78838	-125.03467	842.35793
260.73684	41.496629	43.45	-178.84539	-125.80064	843.79972
260.92709	41.507304	43.45	-178.90216	-126.56683	845.24114
261.11503	41.517982	43.45	-178.9588	-127.33323	846.68219
261.30067	41.528663	43.45	-179.01538	-128.09983	848.12288
261.48404	41.539346	43.45	-179.07187	-128.86662	849.56321
261.66514	41.550032	43.45	-179.12825	-129.6336	851.00318
261.84397	41.56072	43.45	-179.18449	-130.40076	852.44282
262.02056	41.571411	43.45	-179.24057	-131.16809	853.88212
262.1949	41.582104	43.45	-179.29647	-131.93559	855.32108
262.36701	41.5928	43.45	-179.35214	-132.70324	856.75972
262.53689	41.603498	43.45	-179.40752	-133.47104	858.19804
262.70454	41.614199	43.45	-179.46259	-134.23899	859.63604
262.86996	41.624902	43.45	-179.51729	-135.00707	861.07374
263.03316	41.635607	43.45	-179.57159	-135.77528	862.51112
263.19413	41.646314	43.45	-179.62545	-136.54361	863.9482
263.35287	41.657024	43.45	-179.6789	-137.31206	865.38499
263.50937	41.667736	43.45	-179.73194	-138.08061	866.82148
263.66365	41.67845	43.45	-179.78461	-138.84927	868.25767
263.81569	41.689166	43.45	-179.83691	-139.61803	869.69359
263.9655	41.699884	43.45	-179.88887	-140.38688	871.12922
264.11307	41.710604	43.45	-179.9405	-141.15581	872.56457
264.25842	41.721327	43.45	-179.99179	-141.92482	873.99965
264.40153	41.732051	43.45	-180.04273	-142.69391	875.43447
264.54241	41.742777	43.45	-180.09328	-143.46307	876.86902
264.68106	41.753506	43.45	-180.14345	-144.2323	878.3033
264.81748	41.764236	43.45	-180.19321	-145.00159	879.73734
264.95166	41.774968	43.45	-180.24253	-145.77094	881.17112
265.0836	41.785702	43.45	-180.29142	-146.54034	882.60465
265.2133	41.796438	43.45	-180.3399	-147.30978	884.03795
265.34076	41.807175	43.45	-180.38803	-148.07927	885.471
265.46598	41.817914	43.45	-180.43586	-148.8488	886.90381
265.58896	41.828655	43.45	-180.48345	-149.61837	888.3364
265.70971	41.839398	43.45	-180.53086	-150.38798	889.76876
265.82822	41.850142	43.45	-180.57813	-151.15761	891.2009
265.94451	41.860888	43.45	-180.62532	-151.92727	892.63282
266.05859	41.871636	43.45	-180.67248	-152.69696	894.06453
266.17045	41.882385	43.45	-180.71959	-153.46667	895.49604
266.28011	41.893136	43.45	-180.76661	-154.23641	896.92734
266.38758	41.903888	43.45	-180.81347	-155.00616	898.35845
266.49285	41.914641	43.45	-180.86012	-155.77593	899.78936
266.59593	41.925396	43.45	-180.90652	-156.54572	901.22009
266.69682	41.936153	43.45	-180.9526	-157.31552	902.65063
266.79553	41.94691	43.45	-180.99832	-158.08533	904.081
266.89204	41.957669	43.45	-181.04364	-158.85515	905.51118
266.98637	41.96843	43.45	-181.0885	-159.62498	906.9412
267.07849	41.979191	43.45	-181.13287	-160.39481	908.37105
267.16842	41.989954	43.45	-181.17677	-161.16464	909.80073
267.25616	42.000718	43.45	-181.22026	-161.93448	911.23025
267.34169	42.011483	43.45	-181.26338	-162.70432	912.65962
267.42501	42.02225	43.45	-181.30617	-163.47415	914.08883
267.50614	42.033017	43.45	-181.34867	-164.24399	915.5179
267.58506	42.043786	43.45	-181.39092	-165.01382	916.94682
267.66179	42.054555	43.45	-181.43297	-165.78365	918.3756
267.73632	42.065326	43.45	-181.47486	-166.55347	919.80424
267.80866	42.076098	43.45	-181.5166	-167.32329	921.23275
267.87881	42.08687	43.45	-181.55826	-168.0931	922.66114
267.94677	42.097644	43.45	-181.59985	-168.8629	924.0894
268.01255	42.108418	43.45	-181.6414	-169.6327	925.51754
268.07615	42.119193	43.45	-181.68294	-170.40249	926.94556
268.13759	42.12997	43.45	-181.72445	-171.17227	928.37348
268.19685	42.140746	43.45	-181.76588	-171.94205	929.80129
268.25394	42.151524	43.45	-181.80723	-172.71181	931.22899
268.30888	42.162303	43.45	-181.84847	-173.48157	932.6566
268.36165	42.173082	43.45	-181.88958	-174.25132	934.08411
268.41227	42.183862	43.45	-181.93053	-175.02106	935.51153
268.46073	42.194642	43.45	-181.9713	-175.7908	936.93887
268.50704	42.205423	43.45	-182.01188	-176.56052	938.36612
268.5512	42.216205	43.45	-182.05225	-177.33024	939.79329
268.5932	42.226988	43.45	-182.09239	-178.09995	941.22038
268.63306	42.23777	43.45	-182.13228	-178.86965	942.64741
268.67076	42.248554	43.45	-182.17192	-179.63934	944.07436
268.70632	42.259338	43.45	-182.21128	-180.40902	945.50125
268.73973	42.270122	43.45	-182.25035	-181.1787	946.92809
268.77099	42.280907	43.45	-182.28913	-181.94837	948.35486
268.8001	42.291692	43.45	-182.32759	-182.71803	949.78158
268.82707	42.302477	43.45	-182.36574	-183.48769	951.20826
268.85188	42.313263	43.45	-182.40355	-184.25734	952.63488
268.87455	42.324049	43.45	-182.44103	-185.02698	954.06147
268.89507	42.334836	43.45	-182.47816	-185.79662	955.48802
268.91344	42.345623	43.45	-182.51494	-186.56626	956.91454
268.92966	42.35641	43.45	-182.55137	-187.33589	958.34102
268.94374	42.367197	43.45	-182.58743	-188.10551	959.76748
268.95567	42.377984	43.45	-182.62313	-188.87514	961.19391
268.96544	42.388771	43.45	-182.65845	-189.64476	962.62033
268.97307	42.399559	43.45	-182.69341	-190.41438	964.04673
268.97855	42.410347	43.45	-182.72799	-191.18399	965.47312
268.98188	42.421134	43.45	-182.76221	-191.95361	966.8995
268.98306	42.431922	43.45	-182.79604	-192.72322	968.32588
268.98209	42.44271	43.45	-182.82951	-193.49284	969.75226
268.97898	42.453498	43.45	-182.86261	-194.26245	971.17864
268.97371	42.464285	43.45	-182.89534	-195.03207	972.60503
268.96629	42.475073	43.45	-182.92771	-195.80168	974.03143
268.95673	42.48586	43.45	-182.95973	-196.5713	975.45785
268.94502	42.496648	43.45	-182.99138	-197.34093	976.88428
268.93115	42.507435	43.45	-183.0227	-198.11055	978.31074
268.91514	42.518222	43.45	-183.05367	-198.88018	979.73722
268.89699	42.529009	43.45	-183.08431	-199.64982	981.16373
268.87668	42.539795	43.45	-183.11462	-200.41946	982.59028
268.85422	42.550581	43.45	-183.14462	-201.1891	984.01686
268.82962	42.561367	43.45	-183.17431	-201.95875	985.44348
268.80287	42.572153	43.45	-183.2037	-202.7284	986.87015
268.77397	42.582938	43.45	-183.23281	-203.49807	988.29687
268.74292	42.593723	43.45	-183.26165	-204.26774	989.72364
268.70973	42.604507	43.45	-183.29023	-205.03741	991.15046
268.67438	42.615291	43.45	-183.31857	-205.8071	992.57735
268.63689	42.626074	43.45	-183.34667	-206.57679	994.0043
268.59725	42.636857	43.45	-183.37455	-207.34649	995.43132
268.55546	42.64764	43.45	-183.40223	-208.11619	996.85841
268.51151	42.658422	43.45	-183.42972	-208.88591	998.28557
268.46542	42.669203	43.45	-183.45705	-209.65563	999.71281
268.41717	42.679983	43.45	-183.48423	-210.42537	1001.1401
268.36676	42.690763	43.45	-183.51127	-211.19511	1002.5675
268.3142	42.701543	43.45	-183.53819	-211.96486	1003.9951
268.25948	42.712321	43.45	-183.56503	-212.73461	1005.4226
268.2026	42.723099	43.45	-183.59178	-213.50438	1006.8503
268.14355	42.733876	43.45	-183.61849	-214.27415	1008.2781
268.08234	42.744652	43.45	-183.64516	-215.04393	1009.706
268.01895	42.755428	43.45	-183.67182	-215.81372	1011.1341
267.95339	42.766202	43.45	-183.69849	-216.58352	1012.5622
267.88564	42.776976	43.45	-183.72515	-217.35332	1013.9904
267.81571	42.787748	43.45	-183.75177	-218.12313	1015.4188
267.74359	42.79852	43.45	-183.77832	-218.89295	1016.8473
267.66927	42.809291	43.45	-183.80475	-219.66277	1018.2759
267.59277	42.820061	43.45	-183.83103	-220.4326	1019.7047
267.51406	42.830829	43.45	-183.85712	-221.20243	1021.1336
267.43315	42.841597	43.45	-183.88299	-221.97227	1022.5627
267.35004	42.852363	43.45	-183.90858	-222.7421	1023.9919
267.26473	42.863129	43.45	-183.93387	-223.51194	1025.4212
267.17722	42.873893	43.45	-183.9588	-224.28178	1026.8507
267.0875	42.884656	43.45	-183.98335	-225.05161	1028.2804
266.99559	42.895417	43.45	-184.00746	-225.82145	1029.7102
266.90149	42.906178	43.45	-184.03111	-226.59127	1031.1402
266.80519	42.916937	43.45	-184.05434	-227.36109	1032.5704
266.7067	42.927695	43.45	-184.0772	-228.1309	1034.0007
266.60602	42.938451	43.45	-184.09973	-228.90071	1035.4313
266.50316	42.949206	43.45	-184.12199	-229.67049	1036.862
266.3981	42.95996	43.45	-184.14403	-230.44027	1038.2929
266.29086	42.970712	43.45	-184.16591	-231.21002	1039.7239
266.18141	42.981463	43.45	-184.18767	-231.97976	1041.1552
266.06977	42.992212	43.45	-184.20937	-232.74947	1042.5867
265.95591	43.00296	43.45	-184.23107	-233.51916	1044.0184
265.83984	43.013706	43.45	-184.25277	-234.28883	1045.4503
265.72155	43.024451	43.45	-184.27442	-235.05847	1046.8824
265.60103	43.035194	43.45	-184.29598	-235.82807	1048.3148
265.47827	43.045935	43.45	-184.31739	-236.59764	1049.7473
265.35327	43.056674	43.45	-184.33859	-237.36718	1051.1801
265.22603	43.067412	43.45	-184.35953	-238.13667	1052.6131
265.09655	43.078148	43.45	-184.38016	-238.90613	1054.0464
