# theta [deg]	phi [deg]	n_b	lat_0 [deg]	lon_0 [deg]	Travel Time [s]	Celerity [km/s]	Turning Height [km]	Inclination [deg]	Back Azimuth [deg]	Geo. Atten. [dB]	Atmo. Atten. [dB]
58	320	0	40.752761	41.185835	1231.3006	0.2409568	153.48574	57.999455	138.55213	-77.403133	-18.207223
59	320	0	40.845975	41.076957	1253.8498	0.24765622	157.74629	58.999967	138.48099	-78.638925	-22.373696
60	320	0	40.962131	40.940684	1281.1766	0.25584543	162.69435	59.999991	138.39176	-80.088872	-27.80298
61	320	0	41.10689	40.769914	1314.2917	0.26579067	168.50816	60.999986	138.27964	-81.337174	-35.042255
62	320	0	41.288056	40.554708	1354.5796	0.27782869	175.39737	61.999508	138.1379	-82.913861	-45.000839
63	320	0	41.514549	40.283289	1403.5497	0.29225874	183.67225	62.999953	137.9584	-84.429189	-59.173379
64	320	0	41.803894	39.932637	1464.3717	0.30975388	193.7464	63.999998	137.72532	-86.216614	-80.358157
65	320	0	42.178313	39.472181	1540.9215	0.3309646	206.21473	64.999816	137.41727	-87.374564	-113.41782
66	320	0	42.668102	38.857993	1638.4173	0.35655879	221.91907	65.999997	137.00293	-90.419898	-166.35971
67	320	0	43.320536	38.01791	1765.1419	0.38740871	242.15964	66.99967	136.43004	-91.616116	-249.77084
68	320	0	44.2229	36.811747	1936.7914	0.4250637	268.98306	67.999656	135.59559	-94.861856	-368.58784
69	320	0	45.52734	34.967658	2181.6624	0.47144333	306.12561	68.999863	134.29432	-95.296849	-504.84598
70	320	0	47.543244	31.843606	2561.3619	0.52943435	360.86211	69.999395	132.02628	-101.81235	-625.21274
71	320	0	50.113872	27.240888	3065.5747	0.58641499	441.84151	70.999683	128.55993	-104.58046	-673.4539

56	330	0	40.873588	41.804923	1197.2433	0.23106726	146.54983	55.999824	148.9467	-74.873986	-12.695638
57	330	0	40.942493	41.749986	1212.6759	0.23550201	149.78742	56.999603	148.91073	-75.960583	-15.341595
58	330	0	41.027993	41.68163	1231.3006	0.2409568	153.48574	57.999455	148.8659	-77.30597	-18.679896
59	330	0	41.134466	41.596212	1253.8498	0.24765622	157.74629	58.999967	148.80977	-78.54863	-22.952138
60	330	0	41.267219	41.48925	1281.1766	0.25584543	162.69435	59.999991	148.73931	-80.005752	-28.517962
61	330	0	41.432782	41.355129	1314.2917	0.26579067	168.50816	60.999986	148.6507	-81.259737	-35.937414
62	330	0	41.640171	41.185974	1354.5796	0.27782869	175.39737	61.999508	148.53854	-82.842935	-46.141065
63	330	0	41.899749	40.972423	1403.5497	0.29225874	183.67225	62.999953	148.39628	-84.364242	-60.657653
64	330	0	42.231854	40.696172	1464.3717	0.30975388	193.7464	63.999998	148.21119	-86.15821	-82.348097
65	330	0	42.66245	40.332789	1540.9215	0.3309646	206.21473	64.999816	147.96594	-87.321535	-116.17746
66	330	0	43.22722	39.846942	1638.4173	0.35655879	221.91907	65.999997	147.63493	-90.375919	-170.3029
67	330	0	43.982294	39.180214	1765.1419	0.38740871	242.15964	66.99967	147.17509	-91.57914	-255.44807
68	330	0	45.03217	38.218298	1936.7914	0.4250637	268.98306	67.999656	146.50075	-94.835433	-376.3902
69	330	0	46.562405	36.736289	2181.6624	0.47144333	306.12561	68.999863	145.43821	-95.281545	-514.27235
70	330	0	48.961267	34.191036	2561.3619	0.52943435	360.86211	69.999395	143.55326	-101.81448	-634.4564
71	330	0	52.095959	30.35001	3065.5747	0.58641499	441.84151	70.999683	140.58665	-104.59975	-680.4872

56	340	0	41.062912	42.32155	1197.2433	0.23106726	146.54983	55.999824	159.27605	-74.788539	-12.944976
57	340	0	41.138147	42.283751	1212.6759	0.23550201	149.78742	56.999603	159.2512	-75.881459	-15.641977
58	340	0	41.231525	42.236708	1231.3006	0.2409568	153.48574	57.999455	159.22022	-77.23381	-19.044018
59	340	0	41.347843	42.177905	1253.8498	0.24765622	157.74629	58.999967	159.18142	-78.482189	-23.396869
60	340	0	41.492926	42.104244	1281.1766	0.25584543	162.69435	59.999991	159.13269	-79.945307	-29.066291
61	340	0	41.673953	42.011836	1314.2917	0.26579067	168.50816	60.999986	159.07135	-81.204252	-36.621681
62	340	0	41.90085	41.895223	1354.5796	0.27782869	175.39737	61.999508	158.99365	-82.793115	-47.008912
63	340	0	42.185062	41.74789	1403.5497	0.29225874	183.67225	62.999953	158.89498	-84.319833	-61.780882
64	340	0	42.549045	41.557112	1464.3717	0.30975388	193.7464	63.999998	158.76642	-86.119808	-83.842039
65	340	0	43.021593	41.305829	1540.9215	0.3309646	206.21473	64.999816	158.59573	-87.288717	-118.22568
66	340	0	43.642486	40.969253	1638.4173	0.35655879	221.91907	65.999997	158.36476	-90.35142	-173.17964
67	340	0	44.474639	40.506191	1765.1419	0.38740871	242.15964	66.99967	158.04274	-91.562584	-259.47627
68	340	0	45.635841	39.83558	1936.7914	0.4250637	268.98306	67.999656	157.56806	-94.829949	-381.64898
69	340	0	47.337853	38.796068	2181.6624	0.47144333	306.12561	68.999863	156.8141	-95.291291	-519.91692
70	340	0	50.032394	36.990808	2561.3619	0.52943435	360.86211	69.999395	155.45776	-101.84545	-638.01917
71	340	0	53.61456	34.210598	3065.5747	0.58641499	441.84151	70.999683	153.27097	-104.66123	-678.74109

56	350	0	41.179126	42.876083	1197.2433	0.23106726	146.54983	55.999824	169.63136	-74.735868	-13.101794
57	350	0	41.258258	42.856823	1212.6759	0.23550201	149.78742	56.999603	169.61866	-75.832925	-15.830734
58	350	0	41.356485	42.832848	1231.3006	0.2409568	153.48574	57.999455	169.60284	-77.189821	-19.272581
59	350	0	41.478865	42.802876	1253.8498	0.24765622	157.74629	58.999967	169.58301	-78.441987	-23.675641
60	350	0	41.631542	42.765321	1281.1766	0.25584543	162.69435	59.999991	169.5581	-79.909082	-29.409377
61	350	0	41.822098	42.718195	1314.2917	0.26579067	168.50816	60.999986	169.52673	-81.171412	-37.048805
62	350	0	42.061021	42.658703	1354.5796	0.27782869	175.39737	61.999508	169.48697	-82.764131	-47.54891
63	350	0	42.360429	42.583503	1403.5497	0.29225874	183.67225	62.999953	169.43645	-84.294621	-62.476787
64	350	0	42.744096	42.486067	1464.3717	0.30975388	193.7464	63.999998	169.37055	-86.098816	-84.762015
65	350	0	43.242579	42.357624	1540.9215	0.3309646	206.21473	64.999816	169.28297	-87.271909	-119.47571
66	350	0	43.898225	42.185387	1638.4173	0.35655879	221.91907	65.999997	169.16425	-90.340465	-174.91088
67	350	0	44.77822	41.948041	1765.1419	0.38740871	242.15964	66.99967	168.99837	-91.557828	-261.84267
68	350	0	46.008767	41.603483	1936.7914	0.4250637	268.98306	67.999656	168.75304	-94.833561	-384.58909
69	350	0	47.818417	41.067284	2181.6624	0.47144333	306.12561	68.999863	168.3614	-95.307735	-522.65371
70	350	0	50.700309	40.12928	2561.3619	0.52943435	360.86211	69.999395	167.65046	-101.87935	-638.3437
71	350	0	54.572098	38.664709	3065.5747	0.58641499	441.84151	70.999683	166.48574	-104.72428	-673.25398

